bigg_id,ID
pa_hs_18_1_18_2_c,pa_hs_18_1_18_2_c
ps_hs_18_1_18_2_c,ps_hs_18_1_18_2_c
dag_hs_18_1_18_1_c,dag_hs_18_1_18_1_c
pail345p_hs_18_1_18_1_c,pail345p_hs_18_1_18_1_c
pail34p_hs_18_1_18_1_c,pail34p_hs_18_1_18_1_c
pail_hs_18_1_18_1_c,pail_hs_18_1_18_1_c
pa_hs_18_1_18_1_c,pa_hs_18_1_18_1_c
ps_hs_18_1_18_1_c,ps_hs_18_1_18_1_c
pe_hs_18_1_18_1_c,pe_hs_18_1_18_1_c
pail45p_hs_18_0_20_4_c,pail45p_hs_18_0_20_4_c
pail4p_hs_18_0_20_4_c,pail4p_hs_18_0_20_4_c
pail_hs_18_0_20_4_c,pail_hs_18_0_20_4_c
cdpdag_hs_18_0_20_4_c,cdpdag_hs_18_0_20_4_c
mag_hs_18_0_c,mag_hs_18_0_c
lpchol_hs_18_0_c,lpchol_hs_18_0_c
dag_hs_18_0_18_2_c,dag_hs_18_0_18_2_c
pail4p_hs_18_0_18_2_c,pail4p_hs_18_0_18_2_c
pail_hs_18_0_18_2_c,pail_hs_18_0_18_2_c
cdpdag_hs_18_0_18_2_c,cdpdag_hs_18_0_18_2_c
pchol_hs_18_0_18_2_c,pchol_hs_18_0_18_2_c
ps_hs_18_0_18_2_c,ps_hs_18_0_18_2_c
pail45p_hs_18_0_18_1_c,pail45p_hs_18_0_18_1_c
pail345p_hs_18_0_18_1_c,pail345p_hs_18_0_18_1_c
pail4p_hs_18_0_18_1_c,pail4p_hs_18_0_18_1_c
cdpdag_hs_18_0_18_1_c,cdpdag_hs_18_0_18_1_c
pail45p_hs_18_0_18_0_c,pail45p_hs_18_0_18_0_c
dag_hs_18_0_18_0_c,dag_hs_18_0_18_0_c
pail34p_hs_18_0_18_0_c,pail34p_hs_18_0_18_0_c
pail_hs_18_0_18_0_c,pail_hs_18_0_18_0_c
cdpdag_hs_18_0_18_0_c,cdpdag_hs_18_0_18_0_c
pchol_hs_18_0_18_0_c,pchol_hs_18_0_18_0_c
ps_hs_18_0_18_0_c,ps_hs_18_0_18_0_c
pe_hs_18_0_18_0_c,pe_hs_18_0_18_0_c
pail345p_hs_16_0_20_4_c,pail345p_hs_16_0_20_4_c
pail34p_hs_16_0_20_4_c,pail34p_hs_16_0_20_4_c
pail_hs_16_0_20_4_c,pail_hs_16_0_20_4_c
pa_hs_16_0_20_4_c,pa_hs_16_0_20_4_c
mag_hs_16_0_c,mag_hs_16_0_c
pchol_hs_16_0_20_4_c,pchol_hs_16_0_20_4_c
ps_hs_16_0_20_4_c,ps_hs_16_0_20_4_c
alpha_hs_16_0_c,alpha_hs_16_0_c
pail45p_hs_16_0_18_2_c,pail45p_hs_16_0_18_2_c
pail345p_hs_16_0_18_2_c,pail345p_hs_16_0_18_2_c
cdpdag_hs_16_0_18_2_c,cdpdag_hs_16_0_18_2_c
pa_hs_16_0_18_2_c,pa_hs_16_0_18_2_c
pchol_hs_16_0_18_2_c,pchol_hs_16_0_18_2_c
ps_hs_16_0_18_2_c,ps_hs_16_0_18_2_c
dag_hs_16_0_18_1_c,dag_hs_16_0_18_1_c
pail45p_hs_16_0_18_1_c,pail45p_hs_16_0_18_1_c
pail345p_hs_16_0_18_1_c,pail345p_hs_16_0_18_1_c
pail34p_hs_16_0_18_1_c,pail34p_hs_16_0_18_1_c
ps_hs_16_0_18_1_c,ps_hs_16_0_18_1_c
dag_hs_16_0_18_0_c,dag_hs_16_0_18_0_c
pail34p_hs_16_0_18_0_c,pail34p_hs_16_0_18_0_c
pail4p_hs_16_0_18_0_c,pail4p_hs_16_0_18_0_c
dag_hs_20_4_20_4_c,dag_hs_20_4_20_4_c
pail345p_hs_20_4_20_4_c,pail345p_hs_20_4_20_4_c
pchol_hs_20_4_20_4_c,pchol_hs_20_4_20_4_c
ps_hs_20_4_20_4_c,ps_hs_20_4_20_4_c
pe_hs_20_4_20_4_c,pe_hs_20_4_20_4_c
pail345p_hs_18_2_20_4_c,pail345p_hs_18_2_20_4_c
pail4p_hs_18_2_20_4_c,pail4p_hs_18_2_20_4_c
pail_hs_18_2_20_4_c,pail_hs_18_2_20_4_c
ps_hs_18_2_20_4_c,ps_hs_18_2_20_4_c
pe_hs_18_2_20_4_c,pe_hs_18_2_20_4_c
prostgg2_c,prostgg2_c
cdpdag_hs_16_0_18_0_c,cdpdag_hs_16_0_18_0_c
pa_hs_16_0_18_0_c,pa_hs_16_0_18_0_c
pchol_hs_16_0_18_0_c,pchol_hs_16_0_18_0_c
pail45p_hs_16_0_16_0_c,pail45p_hs_16_0_16_0_c
dag_hs_16_0_16_0_c,dag_hs_16_0_16_0_c
pail_hs_16_0_16_0_c,pail_hs_16_0_16_0_c
cdpdag_hs_16_0_16_0_c,cdpdag_hs_16_0_16_0_c
pa_hs_16_0_16_0_c,pa_hs_16_0_16_0_c
12harachd_c,12harachd_c
alpa_hs_16_0_c,alpa_hs_16_0_c
alpa_hs_18_1_c,alpa_hs_18_1_c
band_c,band_c
pail45p_hs_18_2_18_1_c,pail45p_hs_18_2_18_1_c
pail4p_hs_18_2_16_0_c,pail4p_hs_18_2_16_0_c
pail4p_hs_18_2_18_1_c,pail4p_hs_18_2_18_1_c
pail_hs_18_2_16_0_c,pail_hs_18_2_16_0_c
pail_hs_18_2_18_1_c,pail_hs_18_2_18_1_c
pchol_hs_18_2_18_1_c,pchol_hs_18_2_18_1_c
pe_hs_18_2_18_1_c,pe_hs_18_2_18_1_c
hcys__L_e,cpd:C00155_e
12HPET_m,12HPET_m
12HPET_n,12HPET_n
15HPET_r,15HPET_r
17ahprgstrn_m,17ahprgstrn_m
1a25dhvitd3_c,1a25dhvitd3_c
1glyc_cho_e,1glyc_cho_e
34dhmald_m,cpd:C05577_m
34dhoxmand_m,34dhoxmand_m
3aap_c,cpd:C18170_c
3aap_x,cpd:C18170_x
3ddcrn_c,3ddcrn_c
3ddcrn_e,3ddcrn_e
3deccrn_c,3deccrn_c
3deccrn_e,3deccrn_e
3hexdcoa_m,3hexdcoa_m
3hexdcrn_c,3hexdcrn_c
3hexdcrn_e,3hexdcrn_e
3mox4hpac_m,cpd:C05581_m
3ohodcoa_r,cpd:C16216_r
42A3HP24DB_m,42A3HP24DB_m
4abut_n,cpd:C00334_n
4aphdob_m,4aphdob_m
4hpro_LT_e,cpd:C01157_e
4mop_e,cpd:C00233_e
56iqcrbxlt_c,cpd:C17938_c
5mta_e,cpd:C00170_e
5mthf_n,cpd:C00440_n
C01241_c,cpd:C01241_c
C01241_r,cpd:C01241_r
C01747_c,C01747_c
C01836_c,cpd:C01836_c
C02147_c,cpd:C02147_c
C02442_c,cpd:C02442_c
C02470_c,cpd:C02470_c
C02470_e,cpd:C02470_e
C02528_m,cpd:C02528_m
C02712_m,cpd:C02712_m
C02744_c,cpd:C02744_c
C03405_g,cpd:C03405_g
C03413_c,cpd:C03413_c
C03413_x,cpd:C03413_x
C03681_c,cpd:C03681_c
C04295_m,cpd:C04295_m
C04308_m,cpd:C04308_m
C04717_c,C04717_c
C04805_c,cpd:C04805_c
C04805_r,cpd:C04805_r
C04805_x,cpd:C04805_x
C04849_m,cpd:C04849_m
C04849_n,cpd:C04849_n
C05284_c,cpd:C05284_c
C05284_r,cpd:C05284_r
C05298_l,cpd:C05298_l
C05299_c,cpd:C05299_c
C05299_r,cpd:C05299_r
C05300_c,cpd:C05300_c
C05300_r,cpd:C05300_r
C05301_c,cpd:C05301_c
C05301_r,cpd:C05301_r
C05957_m,cpd:C05957_m
C06199_c,cpd:C06199_c
C06315_c,cpd:C06315_c
C06315_r,cpd:C06315_r
C06315_x,cpd:C06315_x
C06350_c,cpd:C06350_c
C07535_c,cpd:C07535_c
C07535_r,cpd:C07535_r
C09209_c,cpd:C09209_c
C09642_c,cpd:C09642_c
C10164_c,C10164_c
C11304_m,cpd:C11304_m
C13856_c,cpd:C13856_c
C13856_r,cpd:C13856_r
C14769_c,cpd:C14769_c
C14769_r,cpd:C14769_r
C14770_c,cpd:C14770_c
C14770_r,cpd:C14770_r
C14825_c,cpd:C14825_c
C14825_r,cpd:C14825_r
C14849_c,cpd:C14849_c
C14849_r,cpd:C14849_r
C14849_x,cpd:C14849_x
C14851_c,cpd:C14851_c
C14851_r,cpd:C14851_r
C14851_x,cpd:C14851_x
CE0074_n,CE0074_n
CE0347_n,CE0347_n
CE0469_c,CE0469_c
CE0692_c,CE0692_c
CE0693_c,CE0693_c
CE0713_c,CE0713_c
CE0737_c,cpd:C19440_c
CE0782_c,CE0782_c
CE0853_c,CE0853_c
CE1162_c,CE1162_c
CE1243_c,cpd:C20388_c
CE1272_c,CE1272_c
CE1272_r,CE1272_r
CE1277_c,CE1277_c
CE1277_r,CE1277_r
CE1292_c,CE1292_c
CE1293_c,CE1293_c
CE1294_m,CE1294_m
CE1297_m,CE1297_m
CE1298_c,CE1298_c
CE1447_c,cpd:C05964_c
CE1554_m,CE1554_m
CE1556_m,CE1556_m
CE1617_c,cpd:C15493_c
CE1617_r,cpd:C15493_r
CE1661_c,CE1661_c
CE1665_c,CE1665_c
CE1761_c,CE1761_c
CE1761_r,CE1761_r
CE1787_c,cpd:C16433_c
CE1925_l,CE1925_l
CE1926_l,CE1926_l
CE1935_c,CE1935_c
CE1935_e,CE1935_e
CE1935_x,CE1935_x
CE1936_c,CE1936_c
CE1936_e,CE1936_e
CE1936_x,CE1936_x
CE1939_c,CE1939_c
CE1939_e,CE1939_e
CE1939_x,CE1939_x
CE1957_c,CE1957_c
CE2011_c,CE2011_c
CE2011_e,CE2011_e
CE2026_m,CE2026_m
CE2053_c,CE2053_c
CE2053_r,CE2053_r
CE2065_c,CE2065_c
CE2084_c,cpd:C14732_c
CE2084_x,cpd:C14732_x
CE2088_c,CE2088_c
CE2089_c,CE2089_c
CE2095_m,CE2095_m
CE2102_c,CE2102_c
CE2122_c,cpd:C20635_c
CE2152_c,CE2152_c
CE2153_c,CE2153_c
CE2172_c,CE2172_c
CE2173_c,CE2173_c
CE2180_l,CE2180_l
CE2184_c,CE2184_c
CE2189_c,CE2189_c
CE2196_c,CE2196_c
CE2201_c,CE2201_c
CE2202_m,CE2202_m
CE2203_m,CE2203_m
CE2204_m,CE2204_m
CE2206_m,CE2206_m
CE2207_m,CE2207_m
CE2211_c,cpd:C15484_c
CE2211_r,cpd:C15484_r
CE2242_c,CE2242_c
CE2243_c,CE2243_c
CE2246_c,CE2246_c
CE2248_n,cpd:C16217_n
CE2249_c,CE2249_c
CE2251_c,CE2251_c
CE2253_n,CE2253_n
CE2303_r,CE2303_r
CE2304_r,CE2304_r
CE2305_r,CE2305_r
CE2306_r,CE2306_r
CE2314_r,cpd:C15915_r
CE2345_c,CE2345_c
CE2416_c,CE2416_c
CE2417_c,CE2417_c
CE2418_c,CE2418_c
CE2420_c,CE2420_c
CE2446_m,CE2446_m
CE2565_r,CE2565_r
CE2566_n,CE2566_n
CE2567_c,CE2567_c
CE2567_r,CE2567_r
CE2567_x,CE2567_x
CE2576_c,CE2576_c
CE2592_c,CE2592_c
CE2615_r,CE2615_r
CE2616_r,CE2616_r
CE2705_n,cpd:C00268_n
CE2838_c,CE2838_c
CE2838_e,CE2838_e
CE2839_c,CE2839_c
CE2839_e,CE2839_e
CE2848_c,CE2848_c
CE2862_c,CE2862_c
CE2863_c,CE2863_c
CE2874_c,CE2874_c
CE2875_c,CE2875_c
CE2876_r,CE2876_r
CE2877_r,CE2877_r
CE2880_r,CE2880_r
CE2883_r,CE2883_r
CE2884_r,CE2884_r
CE2885_r,CE2885_r
CE2886_r,CE2886_r
CE2891_c,cpd:C16135_c
CE2934_c,CE2934_c
CE2949_c,CE2949_c
CE2957_c,CE2957_c
CE2957_r,CE2957_r
CE2958_r,CE2958_r
CE2962_r,CE2962_r
CE2964_c,CE2964_c
CE3038_c,cpd:C17335_c
CE3086_c,CE3086_c
CE3092_c,CE3092_c
CE3140_c,CE3140_c
CE3481_g,CE3481_g
CE3554_c,CE3554_c
CE3554_r,CE3554_r
CE4633_c,cpd:C19697_c
CE4633_e,cpd:C19697_e
CE4723_c,CE4723_c
CE4723_e,CE4723_e
CE4793_c,CE4793_c
CE4810_c,CE4810_c
CE4811_c,CE4811_c
CE4812_c,CE4812_c
CE4818_c,CE4818_c
CE4819_c,CE4819_c
CE4821_c,CE4821_c
CE4835_c,CE4835_c
CE4837_c,CE4837_c
CE4837_r,CE4837_r
CE4840_c,CE4840_c
CE4842_c,CE4842_c
CE4843_c,CE4843_c
CE4847_c,CE4847_c
CE4850_c,CE4850_c
CE4853_c,CE4853_c
CE4853_r,CE4853_r
CE4854_c,CE4854_c
CE4872_c,CE4872_c
CE4874_c,CE4874_c
CE4876_m,cpd:C05958_m
CE4877_c,CE4877_c
CE4881_c,CE4881_c
CE4881_e,CE4881_e
CE4890_c,CE4890_c
CE4936_c,cpd:C11361_c
CE4968_m,CE4968_m
CE4969_m,CE4969_m
CE4970_m,CE4970_m
CE4980_c,CE4980_c
CE4988_c,CE4988_c
CE4988_r,CE4988_r
CE4988_x,CE4988_x
CE4990_c,cpd:C05949_c
CE4990_r,cpd:C05949_r
CE4990_x,cpd:C05949_x
CE4993_c,CE4993_c
CE4993_x,CE4993_x
CE5013_c,CE5013_c
CE5014_c,CE5014_c
CE5025_c,CE5025_c
CE5025_x,CE5025_x
CE5026_c,CE5026_c
CE5026_x,CE5026_x
CE5068_m,CE5068_m
CE5072_c,CE5072_c
CE5072_r,CE5072_r
CE5082_m,CE5082_m
CE5114_c,CE5114_c
CE5114_r,CE5114_r
CE5139_c,CE5139_c
CE5139_r,CE5139_r
CE5141_c,CE5141_c
CE5148_c,CE5148_c
CE5148_r,CE5148_r
CE5150_c,CE5150_c
CE5150_r,CE5150_r
CE5153_c,CE5153_c
CE5153_r,CE5153_r
CE5155_c,CE5155_c
CE5155_r,CE5155_r
CE5156_c,CE5156_c
CE5156_r,CE5156_r
CE5157_c,CE5157_c
CE5157_r,CE5157_r
CE5158_c,CE5158_c
CE5158_r,CE5158_r
CE5161_c,CE5161_c
CE5161_r,CE5161_r
CE5168_c,CE5168_c
CE5178_c,CE5178_c
CE5236_c,CE5236_c
CE5239_m,CE5239_m
CE5240_c,CE5240_c
CE5240_r,CE5240_r
CE5240_x,CE5240_x
CE5241_c,CE5241_c
CE5241_r,CE5241_r
CE5241_x,CE5241_x
CE5242_m,CE5242_m
CE5243_c,CE5243_c
CE5243_r,CE5243_r
CE5243_x,CE5243_x
CE5244_m,CE5244_m
CE5249_c,CE5249_c
CE5249_r,CE5249_r
CE5249_x,CE5249_x
CE5250_m,CE5250_m
CE5251_m,CE5251_m
CE5252_c,CE5252_c
CE5252_r,CE5252_r
CE5252_x,CE5252_x
CE5253_c,CE5253_c
CE5255_c,CE5255_c
CE5276_l,cpd:C17755_l
CE5278_c,CE5278_c
CE5307_m,CE5307_m
CE5319_m,CE5319_m
CE5329_c,CE5329_c
CE5329_x,CE5329_x
CE5331_m,CE5331_m
CE5337_c,CE5337_c
CE5337_x,CE5337_x
CE5341_m,CE5341_m
CE5342_c,CE5342_c
CE5342_r,CE5342_r
CE5342_x,CE5342_x
CE5343_m,CE5343_m
CE5344_c,CE5344_c
CE5344_x,CE5344_x
CE5345_m,CE5345_m
CE5346_c,CE5346_c
CE5346_x,CE5346_x
CE5347_x,CE5347_x
CE5348_c,CE5348_c
CE5348_r,CE5348_r
CE5348_x,CE5348_x
CE5349_c,CE5349_c
CE5349_r,CE5349_r
CE5349_x,CE5349_x
CE5525_c,CE5525_c
CE5525_x,CE5525_x
CE5531_m,CE5531_m
CE5536_c,CE5536_c
CE5536_x,CE5536_x
CE5538_c,CE5538_c
CE5538_r,CE5538_r
CE5538_x,CE5538_x
CE5541_c,CE5541_c
CE5586_c,cpd:C15853_c
CE5592_c,CE5592_c
CE5592_r,CE5592_r
CE5593_c,CE5593_c
CE5593_r,CE5593_r
CE5626_c,CE5626_c
CE5643_c,cpd:C16845_c
CE5655_c,CE5655_c
CE5655_r,CE5655_r
CE5656_c,cpd:C16238_c
CE5661_c,CE5661_c
CE5665_c,cpd:C17756_c
CE5726_c,CE5726_c
CE5747_c,CE5747_c
CE5753_c,CE5753_c
CE5754_c,CE5754_c
CE5775_c,CE5775_c
CE5788_c,CE5788_c
CE5788_e,CE5788_e
CE5789_c,CE5789_c
CE5789_e,CE5789_e
CE5794_c,CE5794_c
CE5795_c,CE5795_c
CE5796_c,CE5796_c
CE5797_c,cpd:C15868_c
CE5797_e,cpd:C15868_e
CE5798_c,CE5798_c
CE5798_e,CE5798_e
CE5820_e,CE5820_e
CE5838_c,CE5838_c
CE5840_c,CE5840_c
CE5843_c,CE5843_c
CE5843_r,CE5843_r
CE5853_l,cpd:C01392_l
CE5854_e,CE5854_e
CE5854_r,CE5854_r
CE5860_c,CE5860_c
CE5865_c,CE5865_c
CE5867_c,CE5867_c
CE5867_e,CE5867_e
CE5869_c,CE5869_c
CE5869_e,CE5869_e
CE5944_c,CE5944_c
CE5944_x,CE5944_x
CE5945_c,CE5945_c
CE5945_r,CE5945_r
CE5946_c,CE5946_c
CE5946_r,CE5946_r
CE5947_c,CE5947_c
CE5947_x,CE5947_x
CE5956_c,CE5956_c
CE5966_m,cpd:C15647_m
CE5967_m,CE5967_m
CE5968_c,CE5968_c
CE5968_x,CE5968_x
CE5969_c,CE5969_c
CE5969_r,CE5969_r
CE5969_x,CE5969_x
CE5970_x,CE5970_x
CE5971_c,CE5971_c
CE5971_x,CE5971_x
CE5976_m,CE5976_m
CE5986_c,CE5986_c
CE5994_x,CE5994_x
CE5995_x,CE5995_x
CE6027_c,CE6027_c
CE6182_c,CE6182_c
CE6182_r,CE6182_r
CE6182_x,CE6182_x
CE6183_m,CE6183_m
CE6184_c,CE6184_c
CE6184_x,CE6184_x
CE6185_c,CE6185_c
CE6185_x,CE6185_x
CE6186_x,CE6186_x
CE6187_c,CE6187_c
CE6187_x,CE6187_x
CE6190_x,CE6190_x
CE6191_x,CE6191_x
CE6198_x,CE6198_x
CE6225_x,CE6225_x
CE6227_x,CE6227_x
CE6229_x,CE6229_x
CE6232_c,CE6232_c
CE6232_r,CE6232_r
CE6235_c,CE6235_c
CE6235_r,CE6235_r
CE6240_c,CE6240_c
CE6240_r,CE6240_r
CE6241_m,CE6241_m
CE6242_m,CE6242_m
CE6243_c,CE6243_c
CE6243_r,CE6243_r
CE6244_c,CE6244_c
CE6248_c,CE6248_c
CE6248_r,CE6248_r
CE6250_m,CE6250_m
CE6251_c,CE6251_c
CE6251_r,CE6251_r
CE6316_g,CE6316_g
CE6316_l,CE6316_l
CE6317_c,CE6317_c
CE6420_c,CE6420_c
CE6426_c,CE6426_c
CE6429_c,CE6429_c
CE6438_c,CE6438_c
CE6444_c,CE6444_c
CE6448_c,cpd:C16200_c
CE6454_c,CE6454_c
CE6457_c,CE6457_c
CE6458_c,CE6458_c
CE6459_c,CE6459_c
CE6460_c,CE6460_c
CE6462_c,CE6462_c
CE6463_c,CE6463_c
CE6464_c,CE6464_c
CE6465_c,CE6465_c
CE6467_c,CE6467_c
CE6506_c,CE6506_c
CE6508_c,CE6508_c
CE7047_c,CE7047_c
CE7079_c,CE7079_c
CE7081_r,CE7081_r
CE7082_c,CE7082_c
CE7086_c,CE7086_c
CE7087_c,CE7087_c
CE7088_c,CE7088_c
CE7090_n,cpd:C18177_n
CE7091_c,CE7091_c
CE7091_r,CE7091_r
CE7091_x,CE7091_x
CE7096_c,CE7096_c
CE7097_c,CE7097_c
CE7097_x,CE7097_x
CE7109_n,CE7109_n
CE7110_c,CE7110_c
CE7111_c,CE7111_c
CE7111_x,CE7111_x
CE7112_c,CE7112_c
CE7112_r,CE7112_r
CE7112_x,CE7112_x
CE7113_c,CE7113_c
CE7113_r,CE7113_r
CE7113_x,CE7113_x
CE7115_c,CE7115_c
CE7115_r,CE7115_r
CE7172_c,CE7172_c
CN0009_c,CN0009_c
CN0009_r,CN0009_r
CN0009_x,CN0009_x
CN0011_c,CN0011_c
CN0011_r,CN0011_r
CN0011_x,CN0011_x
CN0012_c,CN0012_c
CN0012_r,CN0012_r
CN0012_x,CN0012_x
CN0016_c,cpd:C19174_c
CN0016_r,cpd:C19174_r
CN0017_c,CN0017_c
CN0017_r,CN0017_r
CN0017_x,CN0017_x
CN0018_c,CN0018_c
CN0018_r,CN0018_r
CN0018_x,CN0018_x
CN0019_c,CN0019_c
CN0019_r,CN0019_r
CN0020_c,cpd:C19488_c
CN0020_r,cpd:C19488_r
CN0022_c,CN0022_c
CN0022_r,CN0022_r
CN0022_x,CN0022_x
CN0023_c,CN0023_c
CN0023_r,CN0023_r
HC00250_c,HC00250_c
HC00250_e,HC00250_e
HC00319_m,HC00319_m
HC00342_m,HC00342_m
HC00361_c,HC00361_c
HC00591_c,cpd:C00940_c
HC00664_c,HC00664_c
HC00695_m,cpd:C01169_m
HC00822_e,HC00822_e
HC00832_c,cpd:C01721_c
HC00900_c,cpd:C02170_c
HC01104_e,cpd:C03360_e
HC01115_c,cpd:C03410_c
HC01161_c,HC01161_c
HC01231_c,cpd:C04079_c
HC01254_c,cpd:C04244_c
HC01361_e,cpd:C04874_e
HC01376_m,cpd:C05118_m
HC01377_m,cpd:C05119_m
HC01434_c,cpd:C05379_c
HC01434_x,cpd:C05379_x
HC01435_m,cpd:C05381_m
HC01440_e,cpd:C05394_e
HC01446_e,cpd:C05403_e
HC01577_e,cpd:C05711_e
HC01651_c,cpd:C05922_c
HC01668_c,HC01668_c
HC01712_m,cpd:C06157_m
HC01842_c,cpd:C13482_c
HC02020_l,HC02020_l
HC02021_r,HC02021_r
HC02023_r,HC02023_r
HC02024_l,HC02024_l
HC02026_r,HC02026_r
HC02027_r,HC02027_r
HC02111_c,HC02111_c
HC02112_m,HC02112_m
HC02113_m,HC02113_m
HC02116_c,HC02116_c
HC02136_c,HC02136_c
HC02161_e,HC02161_e
HC02172_c,cpd:C00038_c
HC02172_e,cpd:C00038_e
HC02195_c,cpd:C16868_c
HC02195_e,cpd:C16868_e
HC02196_c,HC02196_c
HC02196_e,HC02196_e
HC02197_c,cpd:C11301_c
HC02197_e,cpd:C11301_e
HC02201_c,HC02201_c
HC02201_e,HC02201_e
HC02202_m,cpd:C04685_m
HC02203_m,cpd:C05953_m
HC02205_c,cpd:C05954_c
HC02205_e,cpd:C05954_e
HC02206_c,cpd:C04686_c
HC02206_e,cpd:C04686_e
HC02213_c,cpd:C06439_c
HC02213_e,cpd:C06439_e
HC02214_c,cpd:C06475_c
HC02214_e,cpd:C06475_e
HC02217_c,cpd:C05956_c
HC02217_e,cpd:C05956_e
HC02220_c,HC02220_c
HC02220_e,HC02220_e
HC10859_c,HC10859_c
HC10859_r,HC10859_r
HC10859_x,HC10859_x
Lkynr_m,cpd:C00328_m
R2coa_cho_c,R2coa_cho_c
R2coa_cho_r,R2coa_cho_r
R3coa_cho_c,R3coa_cho_c
R4coa_cho_c,R4coa_cho_c
R5coa_cho_c,R5coa_cho_c
acgagbside_cho_g,acgagbside_cho_g
acgagbside_cho_l,acgagbside_cho_l
acgalfuc12gal14acglcgalgluside_cho_g,acgalfuc12gal14acglcgalgluside_cho_g
acgalfucgalacgalfuc12gal14acglcgalgluside_cho_c,acgalfucgalacgalfuc12gal14acglcgalgluside_cho_c
acgalfucgalacgalfuc12gal14acglcgalgluside_cho_e,acgalfucgalacgalfuc12gal14acglcgalgluside_cho_e
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_c,acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_c
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_e,acgalfucgalacgalfucgalacglcgal14acglcgalgluside_cho_e
acgam_r,cpd:C00140_r
acgbgbside_cho_c,acgbgbside_cho_c
acglc13galacglcgal14acglcgalgluside_cho_g,acglc13galacglcgal14acglcgalgluside_cho_g
acglcgal14acglcgalgluside_cho_g,acglcgal14acglcgalgluside_cho_g
acglcgalacglcgal14acglcgalgluside_cho_g,acglcgalacglcgal14acglcgalgluside_cho_g
acglcgalgbside_cho_g,acglcgalgbside_cho_g
acglcgalgluside_cho_g,cpd:C04845_g
acn13acngalgbside_cho_c,acn13acngalgbside_cho_c
acn13acngalgbside_cho_e,acn13acngalgbside_cho_e
acn23acngalgbside_cho_g,acn23acngalgbside_cho_g
acnacngal14acglcgalgluside_cho_c,acnacngal14acglcgalgluside_cho_c
acnacngal14acglcgalgluside_cho_e,acnacngal14acglcgalgluside_cho_e
acnacngalgbside_cho_c,acnacngalgbside_cho_c
acnacngalgbside_cho_e,acnacngalgbside_cho_e
acngal14acglcgalgluside_cho_g,cpd:C04936_g
acngalacglcgal14acglcgalgluside_cho_g,acngalacglcgal14acglcgalgluside_cho_g
acngalgbside_cho_g,acngalgbside_cho_g
adhap_cho_c,adhap_cho_c
adhap_cho_x,adhap_cho_x
adn_n,cpd:C00212_n
adpac_c,adpac_c
adpac_x,adpac_x
adpcoa_c,adpcoa_c
adpcoa_x,adpcoa_x
ahdt_e,cpd:C04895_e
ak2gchol_cho_c,ak2gchol_cho_c
akgp_cho_c,akgp_cho_c
alpa_cho_c,alpa_cho_c
andrstndn_c,andrstndn_c
apppa_c,cpd:C06197_c
arach_m,cpd:C06425_m
arachd_l,arachd_l
arachdcrn_r,arachdcrn_r
arachdcrn_x,arachdcrn_x
bglc_e,bglc_e
c101_3Ecoa_m,c101_3Ecoa_m
c101_4Zcoa_x,c101_4Zcoa_x
c102_4Z_7Zcoa_m,c102_4Z_7Zcoa_m
c110coa_m,c110coa_m
c11_trimethylcoa_x,c11_trimethylcoa_x
c121_3Ecoa_m,c121_3Ecoa_m
c121_5Ecoa_m,c121_5Ecoa_m
c122_3E_6Ecoa_m,c122_3E_6Ecoa_m
c122_3Z_6Zcoa_x,c122_3Z_6Zcoa_x
c123_3Z_6Z_9Zcoa_x,c123_3Z_6Z_9Zcoa_x
c130coa_m,c130coa_m
c13_trimethylcoa_x,c13_trimethylcoa_x
c141_5Ecoa_m,c141_5Ecoa_m
c141_7Ecoa_m,c141_7Ecoa_m
c142_5Z_8Zcoa_x,c142_5Z_8Zcoa_x
c143_5Z_8Z_11Zcoa_x,c143_5Z_8Z_11Zcoa_x
c161_7Ecoa_m,c161_7Ecoa_m
c162_7E_10Ecoa_m,c162_7E_10Ecoa_m
c163_4Z_7Z_10Zcoa_m,c163_4Z_7Z_10Zcoa_m
c163_7Z_10Z_13Zcoa_m,c163_7Z_10Z_13Zcoa_m
c164_4Z_7Z_10Z_13Zcoa_m,c164_4Z_7Z_10Z_13Zcoa_m
c184_3Z_6Z_9Z_12Zcoa_x,c184_3Z_6Z_9Z_12Zcoa_x
c185_3Z_6Z_9Z_12Z_15Zcoa_m,c185_3Z_6Z_9Z_12Z_15Zcoa_m
c221coa_x,c221coa_x
c4crn_m,cpd:C02862_m
c50coa_m,c50coa_m
c6dc_c,c6dc_c
c6dc_e,c6dc_e
c6dc_x,c6dc_x
c81_5Zcoa_m,c81_5Zcoa_m
c81_5Zcrn_m,c81_5Zcrn_m
c81_c184crn_m,c81_c184crn_m
c8crn_c,c8crn_c
c8crn_e,c8crn_e
c8crn_x,c8crn_x
carn_e,carn_e
cbasp_e,cpd:C00438_e
cdpchol_r,cpd:C00307_r
cdpdag_cho_m,cpd:C00269_m
chito2pdol_c,cpd:C04537_c
cholate_r,cpd:C00695_r
cholate_x,cpd:C00695_x
cholcoa_c,cholcoa_c
cholcoa_r,cholcoa_r
cholcoaone_c,cholcoaone_c
cl_x,cpd:C00698_x
co2_l,cpd:C00011_l
cpppg1_e,cpd:C05768_e
crm_cho_c,cpd:C00195_c
crm_cho_e,cpd:C00195_e
